day,city,name,count
2020-04-05,Кудымкар,brian mccloskey,6
2020-04-05,Кудымкар,catherine glass,6
2020-04-05,Кудымкар,roger highfield,6
2020-04-05,Суксун,sam torbati,5
2020-04-05,Александровск,nicole lurie,5
2020-04-05,Суксун,eric johnson,5
2020-04-05,Губаха,sharon nachman,5
2020-04-05,Александровск,marc siegel,5
2020-04-05,Лысьва,susan dorr,5
2020-04-05,Александровск,anthony reliable,5
2020-04-05,Суксун,ronald tang,5
2020-04-05,Александровск,john lynch,5
2020-04-05,Кудымкар,malanding jaiteh,5
2020-04-05,Губаха,ashish ha,5
2020-04-05,Лысьва,howard riker,4
2020-04-05,Губаха,paul biddinger,4
2020-04-05,Губаха,deborah birxas,4
2020-04-05,Нытва,dan barouch,4
2020-04-05,Нытва,kavita patel,4
2020-04-05,Лысьва,timothy byun,4
2020-04-05,Нытва,kyle ulveling,4
2020-04-05,Александровск,paul sulka,4
2020-04-05,Нытва,john torres,3
2020-04-05,Александровск,craig ziering,3
2020-04-05,Нытва,paul stoffels,3
2020-04-05,Александровск,new day,3
2020-04-05,Лысьва,laquandra nesbitt,3
2020-04-05,Губаха,stork was,3
2020-04-05,Лысьва,craig ziering,3
2020-04-05,Губаха,vin gupia,3
2020-04-05,Александровск,anita swamy,3
2020-04-05,Губаха,nahid bhadeli,3
2020-04-05,Александровск,anthony newsroom,3
2020-04-05,Губаха,travis stork,3
2020-04-05,Губаха,exclusive shipping,3
2020-04-05,Александровск,drew pinsky,3
2020-04-05,Александровск,anthon reliable,2
2020-04-05,Александровск,sanjay g,2
2020-04-05,Нытва,robert wachter,2
2020-04-05,Александровск,egils bogdanovics,2
2020-04-05,Лысьва,sanjay gupta,2
2020-04-05,Губаха,harvey fineberg,2
2020-04-05,Губаха,dr drfieldbrush,2
2020-04-05,Александровск,anthony fal,2
2020-04-05,Александровск,sanjay gu,2
2020-04-05,Нытва,paul sulka,2
2020-04-05,Нытва,paul sufka,2
2020-04-05,Нытва,meilan han,2
2020-04-05,Нытва,gordon joyce,2
2020-04-05,Лысьва,theresa wang,2
2020-04-05,Александровск,sanj situation,2
2020-04-05,Александровск,michael reitano,2
2020-04-05,Лысьва,ha dr,2
2020-04-05,Александровск,sanjay situation,2
2020-04-05,Александровск,an newsroom,2
2020-04-05,Александровск,deborah bir,2
2020-04-05,Александровск,debor reliable,2
2020-04-05,Лысьва,jerome a,2
2020-04-05,Александровск,ruba rizgalla,2
2020-04-05,Александровск,antho newsroom,2
2020-04-05,Лысьва,dennis pocekay,2
2020-04-05,Губаха,james gastrong,2
2020-04-05,Александровск,anth newsroom,2
2020-04-05,Лысьва,robert leonard,2
2020-04-06,Губаха,ezekiel emanuel,8295
2020-04-06,Лысьва,mehmet oz,2558
2020-04-06,Кудымкар,calderwood over,2280
2020-04-06,Александровск,sanjay gupta,1668
2020-04-06,Лысьва,anthony fauci,487
2020-04-06,Лысьва,nicole saphier,398
2020-04-06,Лысьва,jerome adams,313
2020-04-06,Лысьва,marc siegel,299
2020-04-06,Лысьва,the dr,299
2020-04-06,Александровск,julie john,285
2020-04-06,Лысьва,janette nesheiwat,276
2020-04-06,Александровск,anthony fauci,268
2020-04-06,Александровск,farzad mostashari,218
2020-04-06,Кудымкар,catherine calderwood,210
2020-04-06,Лысьва,deborah birx,208
2020-04-06,Александровск,megan ranney,182
2020-04-06,Александровск,lorenzo paladino,176
2020-04-06,Александровск,rob gore,174
2020-04-06,Александровск,emily porter,169
2020-04-06,Лысьва,stuart ditchek,168
2020-04-06,Александровск,peter hotez,162
2020-04-06,Александровск,jonathan reiner,160
2020-04-06,Александровск,susannah hills,151
2020-04-06,Александровск,kent sepkowitz,143
2020-04-06,Александровск,brett giroir,141
2020-04-06,Александровск,patrice harris,139
2020-04-06,Александровск,sanjaya senanayake,134
2020-04-06,Лысьва,tom frieden,134
2020-04-06,Александровск,deborah birx,133
2020-04-06,Александровск,brent russell,132
2020-04-06,Лысьва,marty makary,130
2020-04-06,Кудымкар,calderwood given,129
2020-04-06,Александровск,simon walsh,128
2020-04-06,Лысьва,manny alvarez,121
2020-04-06,Александровск,robert foronjy,106
2020-04-06,Александровск,celine gounder,104
2020-04-06,Кудымкар,calderwood to,97
2020-04-06,Лысьва,tom inglesby,96
2020-04-06,Кудымкар,andrew murrison,92
2020-04-06,Лысьва,steven quay,90
2020-04-06,Губаха,anthony fauci,89
2020-04-06,Лысьва,joshua denson,86
2020-04-06,Александровск,jerome adams,84
2020-04-06,Александровск,aaron milstone,78
2020-04-06,Александровск,daniel w,77
2020-04-06,Кудымкар,calderwood has,75
2020-04-06,Александровск,kevin tabb,65
2020-04-06,Александровск,cynthia benson,65
2020-04-06,Лысьва,keith armitage,63
2020-04-06,Губаха,steven corwin,60
2020-04-06,Александровск,jennifer lee,58
2020-04-06,Александровск,margot kushel,57
2020-04-06,Губаха,bret rudy,53
2020-04-06,Александровск,leana wen,48
2020-04-06,Александровск,robert gore,46
2020-04-06,Кудымкар,chris smith,43
2020-04-06,Губаха,kavita patel,40
2020-04-06,Лысьва,john ioannidis,40
2020-04-06,Губаха,nahid bhadelia,33
2020-04-06,Губаха,aneesh mehta,31
2020-04-06,Лысьва,fox covid,31
2020-04-06,Губаха,amy acton,29
2020-04-06,Губаха,deborah birx,29
2020-04-06,Лысьва,nesheiwat answers,29
2020-04-06,Губаха,sudip bose,27
2020-04-06,Лысьва,william haseltine,27
2020-04-06,Лысьва,brett giroir,27
2020-04-06,Губаха,charlene babcock,27
2020-04-06,Губаха,irwin redlener,24
2020-04-06,Губаха,elliott tenpenny,22
2020-04-06,Александровск,sneha topgi,21
2020-04-06,Кудымкар,carl waldmann,21
2020-04-06,Лысьва,sarosh janjua,21
2020-04-06,Кудымкар,jim down,20
2020-04-06,Александровск,craig spencer,20
2020-04-06,Александровск,mark jarrett,20
2020-04-06,Кудымкар,ami jones,20
2020-04-06,Лысьва,masks instead,20
2020-04-06,Кудымкар,emeka okorocha,20
2020-04-06,Губаха,vin gupta,20
2020-04-06,Кудымкар,anwara ali,19
2020-04-06,Губаха,nick mohr,19
2020-04-06,Лысьва,scott gottlieb,18
2020-04-06,Александровск,mafuzur rahman,18
2020-04-06,Кудымкар,sarah jarvis,18
2020-04-06,Кудымкар,gail allsopp,17
2020-04-06,Лысьва,anita gupta,17
2020-04-06,Лысьва,robert leonard,16
2020-04-06,Лысьва,marc peter,16
2020-04-06,Кудымкар,amir khan,16
2020-04-06,Кудымкар,bharat pankhania,15
2020-04-06,Губаха,lipi roy,15
2020-04-06,Лысьва,oz the,15
2020-04-06,Кудымкар,deborah birx,14
2020-04-06,Лысьва,the or,14
2020-04-06,Лысьва,show the,14
2020-04-06,Кудымкар,ron daniels,13
2020-04-06,Кудымкар,dan magnus,13
2020-04-06,Губаха,dave campbell,13
2020-04-06,Лысьва,christopher murray,13
2020-04-06,Губаха,peter li,12
2020-04-06,Лысьва,ny gov,12
2020-04-06,Губаха,amesh adalja,12
2020-04-06,Александровск,caitlin otto,12
2020-04-06,Лысьва,fox combating,12
2020-04-06,Лысьва,deborah birxi,12
2020-04-06,Лысьва,oz on,12
2020-04-06,Александровск,rami nakeshbandi,11
2020-04-06,Александровск,jinoos yazdany,11
2020-04-06,Лысьва,oz show,11
2020-04-06,Кудымкар,chris george,10
2020-04-06,Губаха,lorenzo grazioli,10
2020-04-06,Лысьва,vfox covid,10
2020-04-06,Губаха,fauci gives,10
2020-04-06,Лысьва,stephen hahn,9
2020-04-06,Кудымкар,dies at,9
2020-04-06,Суксун,jennifer ashton,9
2020-04-06,Губаха,roberto cosentini,8
2020-04-06,Александровск,travis stork,8
2020-04-06,Губаха,leonor tamayo,8
2020-04-06,Губаха,emanuela catenacci,8
2020-04-06,Александровск,robert leonard,8
2020-04-06,Александровск,wayne riley,8
2020-04-06,Губаха,ruba rizgalla,8
2020-04-06,Лысьва,siegel previews,7
2020-04-06,Нытва,calvin sun,7
2020-04-06,Лысьва,mark merlin,6
2020-04-06,Губаха,power equipment,6
2020-04-06,Нытва,vineet chopra,6
2020-04-06,Лысьва,z ny,6
2020-04-06,Лысьва,fox ny,6
2020-04-06,Губаха,patrice harris,6
2020-04-06,Александровск,paul sufka,6
2020-04-06,Губаха,sudip bor,6
2020-04-06,Лысьва,show ny,5
2020-04-06,Суксун,deborah birx,5
2020-04-06,Лысьва,fox thousands,5
2020-04-06,Кунгур,anthony fauci,5
2020-04-06,Кудымкар,samara afzal,5
2020-04-06,Лысьва,nd nh,5
2020-04-06,Лысьва,nic dr,5
2020-04-06,Кудымкар,brian cox,5
2020-04-06,Суксун,ali raja,5
2020-04-06,Лысьва,show show,5
2020-04-06,Лысьва,vfox ny,5
2020-04-06,Александровск,mark w,5
2020-04-06,Александровск,robert redfield,5
2020-04-06,Нытва,jerome adams,4
2020-04-06,Лысьва,stacey c,4
2020-04-06,Лысьва,coming up,4
2020-04-06,Губаха,maureen muecke,4
2020-04-06,Нытва,deborah birx,4
2020-04-06,Нытва,adam jarrett,4
2020-04-06,Лысьва,patrice harris,4
2020-04-06,Александровск,anita swamy,4
2020-04-06,Лысьва,w fox,4
2020-04-06,Александровск,emilyporter md,4
2020-04-06,Суксун,anthony fauci,3
2020-04-06,Губаха,leaf and,3
2020-04-06,Александровск,paul sulka,3
2020-04-06,Александровск,theresa wwang,3
2020-04-06,Лысьва,show how,3
2020-04-06,Лысьва,e fox,3
2020-04-06,Губаха,deborah bira,3
2020-04-06,Лысьва,anthony fau,3
2020-04-06,Губаха,aaron moskowitz,3
2020-04-06,Лысьва,v news,3
2020-04-06,Нытва,peter antevy,3
2020-04-06,Александровск,mark adams,3
2020-04-06,Лысьва,i the,3
2020-04-06,Лысьва,tax advice,3
2020-04-06,Лысьва,steven quayi,3
2020-04-06,Александровск,jennifer avegno,3
2020-04-06,Лысьва,craig ziering,3
2020-04-06,Губаха,mark w,3
2020-04-06,Александровск,stork was,3
2020-04-06,Александровск,ruba rizgalla,3
2020-04-06,Нытва,anthony fauci,3
2020-04-06,Александровск,emily parton,3
2020-04-06,Лысьва,show z,3
2020-04-06,Александровск,egils bogdanovics,3
2020-04-06,Губаха,dr drchipper,3
2020-04-06,Губаха,michael gitman,3
2020-04-06,Губаха,jerome adams,3
2020-04-06,Александровск,sanj situation,2
2020-04-06,Лысьва,howa fox,2
2020-04-06,Лысьва,ws dr,2
2020-04-06,Александровск,mark adam,2
2020-04-06,Суксун,john marshall,2
2020-04-06,Лысьва,the d,2
2020-04-06,Александровск,paul suka,2
2020-04-06,Лысьва,oz dr,2
2020-04-06,Лысьва,v fox,2
2020-04-06,Нытва,meilan han,2
2020-04-06,Губаха,scholls custom,2
2020-04-06,Лысьва,ws w,2
2020-04-06,Лысьва,mehmet ozdr,2
2020-04-06,Губаха,travis stork,2
2020-04-06,Лысьва,z nd,2
2020-04-06,Лысьва,anthony fa,2
2020-04-06,Лысьва,sumarbating covid,2
2020-04-06,Лысьва,jared thank,2
2020-04-06,Лысьва,meham et,2
2020-04-06,Лысьва,michael reitano,2
2020-04-06,Лысьва,z mount,2
2020-04-06,Губаха,breaking news,2
2020-04-06,Лысьва,ws fox,2
2020-04-06,Лысьва,nh nd,2
2020-04-06,Губаха,sephora live,2
2020-04-06,Губаха,arus male,2
2020-04-06,Александровск,michael reitano,2
2020-04-06,Лысьва,mark w,2
2020-04-06,Александровск,sanjay situation,2
2020-04-06,Лысьва,e the,2
2020-04-06,Губаха,mark adam,2
2020-04-06,Губаха,adam jarrett,2
2020-04-06,Лысьва,toz the,2
2020-04-06,Александровск,craig ziering,2
2020-04-06,Губаха,robin katz,2
2020-04-06,Лысьва,mark adama,2
2020-04-06,Губаха,sudip ba,2
2020-04-06,Губаха,into useful,2
2020-04-07,Александровск,sanjay gupta,1985
2020-04-07,Губаха,ezekiel emanuel,970
2020-04-07,Лысьва,deborah birx,762
2020-04-07,Лысьва,ben carson,672
2020-04-07,Лысьва,mehmet oz,644
2020-04-07,Лысьва,birx on,532
2020-04-07,Лысьва,marc siegel,517
2020-04-07,Лысьва,anthony fauci,435
2020-04-07,Лысьва,oz on,434
2020-04-07,Лысьва,nicole saphier,434
2020-04-07,Лысьва,stephen smith,383
2020-04-07,Лысьва,the dr,365
2020-04-07,Губаха,fauci on,337
2020-04-07,Александровск,steve corwin,294
2020-04-07,Александровск,patrice harris,279
2020-04-07,Александровск,jonathan reiner,260
2020-04-07,Лысьва,anthony cardillo,216
2020-04-07,Александровск,raj kalsi,209
2020-04-07,Лысьва,bob lahita,203
2020-04-07,Лысьва,birx hannity,194
2020-04-07,Лысьва,marlow hernandez,192
2020-04-07,Александровск,jeffrey gold,178
2020-04-07,Александровск,michael mina,171
2020-04-07,Александровск,jerome adams,161
2020-04-07,Губаха,anthony fauci,149
2020-04-07,Лысьва,ian lipkin,135
2020-04-07,Александровск,sneha topgi,119
2020-04-07,Лысьва,peter hotez,118
2020-04-07,Лысьва,mark mcclellan,116
2020-04-07,Александровск,rebekah gee,115
2020-04-07,Лысьва,janette nesheiwati,110
2020-04-07,Александровск,rodrigo kong,107
2020-04-07,Александровск,calvin sun,105
2020-04-07,Александровск,ami jones,102
2020-04-07,Лысьва,nesheiwat takes,95
2020-04-07,Александровск,julie john,90
2020-04-07,Александровск,ashish k,89
2020-04-07,Лысьва,bill morice,88
2020-04-07,Александровск,michael osterholm,88
2020-04-07,Лысьва,janette nesheiwat,82
2020-04-07,Александровск,anthony fauci,74
2020-04-07,Кудымкар,jim down,73
2020-04-07,Александровск,erica shenoy,73
2020-04-07,Александровск,celine gounder,72
2020-04-07,Александровск,camara phyllis,70
2020-04-07,Лысьва,birx clarifies,70
2020-04-07,Александровск,deborah birx,69
2020-04-07,Губаха,najy masri,68
2020-04-07,Кудымкар,ron daniels,67
2020-04-07,Губаха,zeke emanuel,64
2020-04-07,Губаха,cory deburghgraeve,61
2020-04-07,Губаха,vanessa northington,61
2020-04-07,Лысьва,deborah birxi,61
2020-04-07,Губаха,james wilson,61
2020-04-07,Лысьва,tom yadegar,60
2020-04-07,Губаха,lipi roy,57
2020-04-07,Александровск,rochelle walensky,55
2020-04-07,Лысьва,birx hannitu,55
2020-04-07,Александровск,harvey v,54
2020-04-07,Александровск,robert redfield,53
2020-04-07,Губаха,vin gupta,51
2020-04-07,Лысьва,combating covid,50
2020-04-07,Александровск,barron lerner,47
2020-04-07,Лысьва,steve weinberg,47
2020-04-07,Александровск,amesh adalja,45
2020-04-07,Губаха,deborah birx,42
2020-04-07,Лысьва,birx fox,41
2020-04-07,Александровск,harvey fineberg,40
2020-04-07,Лысьва,lipkin answers,40
2020-04-07,Александровск,xaviera carter,40
2020-04-07,Губаха,anne rimoin,38
2020-04-07,Губаха,calvin sun,37
2020-04-07,Лысьва,oz hannity,34
2020-04-07,Губаха,wayne riley,34
2020-04-07,Губаха,sudip bose,34
2020-04-07,Лысьва,tom yadegari,34
2020-04-07,Лысьва,daniel wallace,29
2020-04-07,Лысьва,george diaz,28
2020-04-07,Кудымкар,david howell,28
2020-04-07,Кудымкар,ganesh suntharalingam,28
2020-04-07,Губаха,leana wen,26
2020-04-07,Кудымкар,robert barnett,26
2020-04-07,Суксун,jennifer ashton,25
2020-04-07,Кудымкар,matt morgan,23
2020-04-07,Лысьва,feranmi okanlami,22
2020-04-07,Губаха,john torres,22
2020-04-07,Губаха,dave campbell,21
2020-04-07,Губаха,jerome adams,21
2020-04-07,Лысьва,the oz,20
2020-04-07,Александровск,megan ranney,20
2020-04-07,Лысьва,fox hannity,20
2020-04-07,Губаха,william haseltine,20
2020-04-07,Александровск,robert foroniy,20
2020-04-07,Губаха,a islands,19
2020-04-07,Кунгур,jerome adams,19
2020-04-07,Губаха,sten vedmund,18
2020-04-07,Губаха,peter hotez,18
2020-04-07,Губаха,breaking news,17
2020-04-07,Александровск,paul sufka,17
2020-04-07,Лысьва,hannity fox,17
2020-04-07,Кудымкар,helgi johannsson,17
2020-04-07,Лысьва,travis stork,17
2020-04-07,Губаха,ia islands,17
2020-04-07,Губаха,travis stork,16
2020-04-07,Губаха,ashish jha,15
2020-04-07,Лысьва,jerome adams,15
2020-04-07,Александровск,spencer j,15
2020-04-07,Губаха,irwin redlener,15
2020-04-07,Кунгур,ben marsh,14
2020-04-07,Лысьва,fox covid,14
2020-04-07,Александровск,ashish jha,14
2020-04-07,Лысьва,robert leonard,14
2020-04-07,Александровск,camara jones,14
2020-04-07,Лысьва,fauci said,13
2020-04-07,Лысьва,oz the,13
2020-04-07,Лысьва,howard riker,12
2020-04-07,Губаха,howard riker,12
2020-04-07,Лысьва,sthe dr,12
2020-04-07,Губаха,nahid bhadelia,12
2020-04-07,Губаха,yves duroseau,12
2020-04-07,Кудымкар,michael brooks,12
2020-04-07,Губаха,leon pirak,12
2020-04-07,Лысьва,oz show,11
2020-04-07,Губаха,deborah bidy,11
2020-04-07,Кудымкар,louise jenkins,11
2020-04-07,Лысьва,tom inglesby,11
2020-04-07,Лысьва,ian lipkini,10
2020-04-07,Лысьва,katie passaretti,10
2020-04-07,Кудымкар,rebekah gee,10
2020-04-07,Лысьва,lipkin infected,10
2020-04-07,Александровск,robert foronjy,9
2020-04-07,Лысьва,show show,9
2020-04-07,Лысьва,the or,9
2020-04-07,Лысьва,oz hannitu,8
2020-04-07,Лысьва,how the,8
2020-04-07,Александровск,chris hebert,8
2020-04-07,Суксун,gary a,8
2020-04-07,Губаха,stork was,7
2020-04-07,Кунгур,angela cornelius,7
2020-04-07,Александровск,cynthia benson,7
2020-04-07,Лысьва,ithe dr,7
2020-04-07,Лысьва,birx news,7
2020-04-07,Лысьва,thee oz,7
2020-04-07,Лысьва,birx hannitt,7
2020-04-07,Кудымкар,liam fox,7
2020-04-07,Лысьва,v fox,6
2020-04-07,Лысьва,thes show,6
2020-04-07,Губаха,copy derudgugdaeve,6
2020-04-07,Губаха,sten vermund,6
2020-04-07,Александровск,craig ziering,6
2020-04-07,Губаха,deborah biry,6
2020-04-07,Губаха,cory deburghoraeve,6
2020-04-07,Лысьва,oz dr,5
2020-04-07,Лысьва,show the,5
2020-04-07,Губаха,mark w,5
2020-04-07,Лысьва,oz how,5
2020-04-07,Лысьва,fox mi,5
2020-04-07,Лысьва,the show,5
2020-04-07,Кудымкар,malanding jaiteh,5
2020-04-07,Александровск,robert leonard,5
2020-04-07,Лысьва,w dr,5
2020-04-07,Лысьва,how how,5
2020-04-07,Лысьва,thes oz,5
2020-04-07,Лысьва,ron o,5
2020-04-07,Лысьва,anita swamy,5
2020-04-07,Губаха,egils bogdanovics,5
2020-04-07,Лысьва,hannity combating,5
2020-04-07,Лысьва,e the,5
2020-04-07,Лысьва,ther show,4
2020-04-07,Лысьва,stacey c,4
2020-04-07,Суксун,dan katz,4
2020-04-07,Кудымкар,roger highfield,4
2020-04-07,Александровск,robert gore,4
2020-04-07,Александровск,michael reitano,4
2020-04-07,Лысьва,medical group,4
2020-04-07,Суксун,anthony fauci,4
2020-04-07,Лысьва,stork was,4
2020-04-07,Лысьва,oz british,3
2020-04-07,Лысьва,london nato,3
2020-04-07,Лысьва,ithee oz,3
2020-04-07,Губаха,maureen muecke,3
2020-04-07,Губаха,cody derudghgdaeve,3
2020-04-07,Кунгур,shelly kelley,3
2020-04-07,Лысьва,craig ziering,3
2020-04-07,Губаха,anita swamy,3
2020-04-07,Лысьва,oz oz,3
2020-04-07,Губаха,aaron moskowitz,3
2020-04-07,Лысьва,ron one,3
2020-04-07,Александровск,brett giroir,3
2020-04-07,Лысьва,oz fox,3
2020-04-07,Лысьва,p show,3
2020-04-07,Лысьва,show fox,3
2020-04-07,Губаха,cody debudghgdaeve,3
2020-04-07,Александровск,scholls custom,3
2020-04-07,Лысьва,birx is,3
2020-04-07,Александровск,pandemic washington,3
2020-04-07,Кудымкар,andrew preston,3
2020-04-07,Лысьва,mark w,3
2020-04-07,Губаха,ruba rizgalla,3
2020-04-07,Лысьва,how medical,3
2020-04-07,Губаха,ia cislands,3
2020-04-07,Губаха,mark adams,3
2020-04-07,Лысьва,the d,3
2020-04-07,Лысьва,w hannity,2
2020-04-07,Александровск,paul sulka,2
2020-04-07,Лысьва,how question,2
2020-04-07,Александровск,situation room,2
2020-04-07,Губаха,clarke i,2
2020-04-07,Лысьва,fox one,2
2020-04-07,Лысьва,mehmet ozlarry,2
2020-04-07,Лысьва,oz thes,2
2020-04-07,Александровск,sanjay gupt,2
2020-04-07,Александровск,travis stork,2
2020-04-07,Александровск,aaron moskowitz,2
2020-04-07,Лысьва,show medical,2
2020-04-07,Лысьва,ow show,2
2020-04-07,Лысьва,ithe show,2
2020-04-07,Губаха,irwin rediener,2
2020-04-07,Лысьва,den carson,2
2020-04-07,Нытва,john catie,2
2020-04-07,Лысьва,vjfox dr,2
2020-04-07,Александровск,mkinley pandemic,2
2020-04-07,Губаха,islands no,2
2020-04-07,Александровск,celine gounderi,2
2020-04-07,Губаха,mark adam,2
2020-04-07,Александровск,mark w,2
2020-04-07,Александровск,paul sutka,2
2020-04-07,Губаха,cody derudgugdasve,2
2020-04-07,Лысьва,thow the,2
2020-04-07,Губаха,scholls clinically,2
2020-04-07,Лысьва,ws w,2
2020-04-07,Лысьва,how zo,2
2020-04-07,Лысьва,show coming,2
2020-04-07,Губаха,anne dimoin,2
2020-04-07,Лысьва,theresa wwang,2
2020-04-07,Губаха,najt masri,2
2020-04-07,Губаха,simon clarke,2
2020-04-07,Лысьва,show zo,2
2020-04-07,Лысьва,ithee the,2
2020-04-07,Лысьва,oz news,2
2020-04-07,Лысьва,ne dr,2
2020-04-07,Лысьва,how show,2
2020-04-07,Кудымкар,ce outside,2
2020-04-07,Александровск,sanjay newsroom,2
2020-04-07,Александровск,ruba rizgalla,2
2020-04-07,Лысьва,n medical,2
2020-04-07,Губаха,sien vermund,2
2020-04-07,Лысьва,british pm,2
2020-04-07,Губаха,zeke em,2
2020-04-07,Губаха,zeke emanue,2
2020-04-08,Александровск,sanjay gupta,2798
2020-04-08,Лысьва,anthony fauci,1983
2020-04-08,Александровск,deborah birx,491
2020-04-08,Лысьва,the dr,392
2020-04-08,Александровск,anthony fauci,381
2020-04-08,Александровск,howard zucker,340
2020-04-08,Лысьва,bill morice,303
2020-04-08,Лысьва,michael osterholm,297
2020-04-08,Александровск,rob gore,295
2020-04-08,Александровск,chris murray,263
2020-04-08,Александровск,carlos del,257
2020-04-08,Александровск,richard dawood,254
2020-04-08,Лысьва,mohammed arsiwala,240
2020-04-08,Александровск,gupta answers,235
2020-04-08,Лысьва,nicole saphier,227
2020-04-08,Лысьва,marc siegel,213
2020-04-08,Лысьва,ramin oskoui,199
2020-04-08,Александровск,tomer singer,187
2020-04-08,Александровск,rob davidson,181
2020-04-08,Лысьва,stephen smith,180
2020-04-08,Лысьва,arturo casadevall,178
2020-04-08,Александровск,lakshman swamy,154
2020-04-08,Лысьва,tedros adhanom,154
2020-04-08,Лысьва,qanta ahmed,151
2020-04-08,Александровск,robert redfield,148
2020-04-08,Александровск,patrice harris,143
2020-04-08,Александровск,jo mountfield,139
2020-04-08,Лысьва,jennifer caudle,139
2020-04-08,Александровск,brian williams,138
2020-04-08,Александровск,jonathan reiner,137
2020-04-08,Лысьва,deborah birxi,135
2020-04-08,Лысьва,amanda andrade,134
2020-04-08,Лысьва,deborah birx,132
2020-04-08,Александровск,jeanne marrazzo,129
2020-04-08,Александровск,rochelle walensky,121
2020-04-08,Лысьва,birx warns,116
2020-04-08,Александровск,jennifer lee,109
2020-04-08,Губаха,havidan rodriguez,101
2020-04-08,Александровск,adam jarrett,97
2020-04-08,Александровск,havidan rodriguez,96
2020-04-08,Лысьва,janette nesheiwat,96
2020-04-08,Лысьва,havidan rodriguez,96
2020-04-08,Губаха,ezekiel emanuel,94
2020-04-08,Александровск,sanam ahmed,92
2020-04-08,Лысьва,siegel answers,92
2020-04-08,Лысьва,fox dr,89
2020-04-08,Александровск,camara jones,85
2020-04-08,Александровск,ashish jha,81
2020-04-08,Лысьва,siegel on,81
2020-04-08,Лысьва,teena chopra,79
2020-04-08,Александровск,michael wasserman,77
2020-04-08,Лысьва,mehmet oz,76
2020-04-08,Александровск,suraj saggar,75
2020-04-08,Губаха,birx warns,74
2020-04-08,Александровск,celine gounder,73
2020-04-08,Губаха,amesh adalja,70
2020-04-08,Александровск,samuel krass,69
2020-04-08,Губаха,vin gupta,67
2020-04-08,Губаха,patrice harris,67
2020-04-08,Лысьва,nesheiwat takes,66
2020-04-08,Лысьва,sanam ahmed,55
2020-04-08,Лысьва,oz on,52
2020-04-08,Губаха,john torres,51
2020-04-08,Александровск,robert mclean,51
2020-04-08,Лысьва,ahmed describes,50
2020-04-08,Лысьва,marc boom,49
2020-04-08,Лысьва,michael saag,48
2020-04-08,Губаха,wayne a,47
2020-04-08,Губаха,rajiv shah,46
2020-04-08,Губаха,megan ranney,46
2020-04-08,Александровск,james phillips,43
2020-04-08,Александровск,james crowe,42
2020-04-08,Лысьва,oz answers,41
2020-04-08,Кудымкар,ashwin vasan,37
2020-04-08,Губаха,aaron carroll,37
2020-04-08,Лысьва,sudip bose,36
2020-04-08,Губаха,stefan flores,36
2020-04-08,Лысьва,janette nesheiwati,34
2020-04-08,Лысьва,scott kelley,33
2020-04-08,Губаха,william haseltine,33
2020-04-08,Губаха,maureen muecke,33
2020-04-08,Губаха,anthony fauci,32
2020-04-08,Лысьва,birx on,31
2020-04-08,Лысьва,bruce aylward,30
2020-04-08,Кудымкар,bruce aylward,30
2020-04-08,Губаха,andrea austin,29
2020-04-08,Губаха,alexander garza,29
2020-04-08,Губаха,deborah birx,29
2020-04-08,Лысьва,oz show,29
2020-04-08,Кудымкар,fari ahmad,28
2020-04-08,Лысьва,gabriel leung,28
2020-04-08,Губаха,rachel levine,27
2020-04-08,Лысьва,nesheiwat on,27
2020-04-08,Губаха,irwin redlener,27
2020-04-08,Губаха,dan barouch,27
2020-04-08,Губаха,tedros adhanom,26
2020-04-08,Губаха,frank gabrin,26
2020-04-08,Губаха,laurie punch,25
2020-04-08,Лысьва,marc dr,24
2020-04-08,Губаха,fauci gives,24
2020-04-08,Александровск,corey hebert,24
2020-04-08,Лысьва,who vor,24
2020-04-08,Лысьва,fauci on,23
2020-04-08,Лысьва,fauci signals,23
2020-04-08,Губаха,james hamblin,23
2020-04-08,Лысьва,william haseltine,22
2020-04-08,Кудымкар,tedros adhanom,22
2020-04-08,Суксун,jennifer ashton,21
2020-04-08,Александровск,corey herbert,21
2020-04-08,Губаха,dave campbell,20
2020-04-08,Губаха,anand parekh,20
2020-04-08,Александровск,tedros adhanom,19
2020-04-08,Кудымкар,craig spencer,18
2020-04-08,Кунгур,george yancopoulos,18
2020-04-08,Александровск,mehmet oz,18
2020-04-08,Кудымкар,antonia hazlerigg,17
2020-04-08,Александровск,jerome adams,17
2020-04-08,Лысьва,zeke emanuel,17
2020-04-08,Лысьва,w ian,16
2020-04-08,Губаха,craig spencer,16
2020-04-08,Лысьва,jerome adams,15
2020-04-08,Кудымкар,stefan flores,14
2020-04-08,Губаха,michael j,14
2020-04-08,Губаха,louis falo,13
2020-04-08,Александровск,camara phyllis,13
2020-04-08,Губаха,charlene flash,13
2020-04-08,Кудымкар,katie sanderson,13
2020-04-08,Губаха,fauci on,13
2020-04-08,Лысьва,travis stork,13
2020-04-08,Губаха,anne rimoin,13
2020-04-08,Лысьва,adam scher,13
2020-04-08,Лысьва,hans kluge,13
2020-04-08,Губаха,robert redfield,12
2020-04-08,Лысьва,john howe,12
2020-04-08,Лысьва,howard riker,12
2020-04-08,Кудымкар,jerome adams,12
2020-04-08,Губаха,corey hebert,12
2020-04-08,Лысьва,birx to,11
2020-04-08,Александровск,hans kluge,11
2020-04-08,Лысьва,robert leonard,11
2020-04-08,Губаха,sanam ahmed,11
